km;height
1678.909;164.5
1678.92;164.4
1678.926;164.4
1678.937;164.4
1678.948;164.3
1678.959;164.3
1678.97;164.3
1678.976;164.3
1678.987;164.2
1678.998;164.2
1679.01;164.2
1679.015;164.2
1679.027;164.2
1679.038;164.1
1679.049;164
1679.06;163.9
1679.066;163.9
1679.077;163.8
1679.088;163.7
1679.099;163.6
1679.105;163.6
1679.116;163.5
1679.127;163.4
1679.138;163.3
1679.149;163.2
1679.16;163.2
1679.165;163.1
1679.177;163
1679.188;162.9
1679.199;162.8
1679.21;162.7
1679.216;162.7
1679.228;162.6
1679.239;162.6
1679.25;162.5
1679.256;162.5
1679.267;162.4
1679.278;162.4
1679.289;162.3
1679.3;162.3
1679.305;162.3
1679.316;162.2
1679.327;162.1
1679.338;161.9
1679.35;161.8
1679.355;161.7
1679.367;161.6
1679.378;161.4
1679.389;161.3
1679.4;161.2
1679.406;161.1
1679.417;161
1679.428;160.9
1679.439;160.9
1679.45;160.8
1679.456;160.8
1679.467;160.7
1679.479;160.7
1679.49;160.6
1679.495;160.6
1679.506;160.5
1679.518;160.4
1679.529;160.3
1679.54;160.2
1679.546;160.2
1679.557;160.1
1679.568;160
1679.579;159.9
1679.59;159.8
1679.596;159.8
1679.607;159.8
1679.618;159.9
1679.629;160.1
1679.64;160.2
1679.651;160.3
1679.656;160.4
1679.667;160.5
1679.679;160.6
1679.69;160.8
1679.696;160.8
1679.707;160.9
1679.718;161
1679.729;161.1
1679.74;161.2
1679.745;161.3
1679.757;161.4
1679.768;161.4
1679.779;161.5
1679.79;161.6
1679.796;161.5
1679.807;161.4
1679.818;161.3
1679.829;161.2
1679.839;161.1
1679.845;161
1679.856;160.9
1679.867;160.8
1679.878;160.7
1679.889;160.6
1679.9;160.6
1679.906;160.6
1679.917;160.6
1679.928;160.6
1679.939;160.6
1679.95;160.6
1679.955;160.6
1679.966;160.6
1679.977;160.6
1679.988;160.8
1679.999;161
1680.01;161.3
1680.016;161.4
1680.027;161.6
1680.038;161.8
1680.049;162
1680.06;162.3
1680.066;162.4
1680.077;162.5
1680.089;162.5
1680.1;162.5
1680.105;162.4
1680.117;162.4
1680.128;162.4
1680.138;162.4
1680.15;162.3
1680.155;162.3
1680.167;162.3
1680.178;162.4
1680.19;162.4
1680.195;162.5
1680.207;162.5
1680.218;162.6
1680.229;162.7
1680.24;162.8
1680.245;162.8
1680.257;162.9
1680.268;163.1
1680.28;163.6
1680.285;163.8
1680.296;164.3
1680.307;164.7
1680.318;165.2
1680.33;165.6
1680.335;165.9
1680.346;166.3
1680.357;166.8
1680.369;166.6
1680.379;166.3
1680.391;166.1
1680.396;166
1680.407;165.7
1680.418;165.5
1680.428;165.2
1680.44;165
1680.445;164.8
1680.456;164.7
1680.468;164.6
1680.479;164.6
1680.49;164.5
1680.495;164.5
1680.506;164.4
1680.518;164.4
1680.528;164.3
1680.539;164.2
1680.55;164.2
1680.556;164.2
1680.567;164.3
1680.578;164.3
1680.589;164.3
1680.6;164.4
1680.606;164.4
1680.616;164.4
1680.627;164.5
1680.638;164.5
1680.65;164.6
1680.655;164.6
1680.666;164.7
1680.677;164.8
1680.688;164.9
1680.699;165
1680.71;165.1
1680.715;165.1
1680.726;165.2
1680.737;165.3
1680.748;165.1
1680.759;164.9
1680.77;164.7
1680.775;164.6
1680.786;164.3
1680.797;164.1
1680.808;163.9
1680.82;163.7
1680.831;163.5
1680.836;163.5
1680.848;163.7
1680.859;163.8
1680.87;163.9
1680.875;163.9
1680.886;164.1
1680.898;164.2
1680.909;164.3
1680.92;164.4
1680.925;164.5
1680.937;164.6
1680.948;164.7
1680.959;164.8
1680.97;164.9
1680.975;164.9
1680.986;165
1680.997;165.2
1681.009;165.3
1681.02;165.4
1681.025;165.4
1681.036;165.4
1681.047;165.5
1681.058;165.5
1681.07;165.5
1681.075;165.5
1681.087;165.6
1681.098;165.6
1681.108;165.7
1681.119;165.7
1681.13;166
1681.136;166.1
1681.147;166.3
1681.158;166.5
1681.169;166.7
1681.18;167
1681.186;167.1
1681.197;167.3
1681.208;167.5
1681.219;167.7
1681.23;167.9
1681.236;168
1681.247;168.2
1681.257;168.4
1681.268;168.6
1681.279;168.8
1681.29;169
1681.296;169.1
1681.307;169.3
1681.318;169.4
1681.329;169.5
1681.34;169.6
1681.346;169.6
1681.357;169.7
1681.368;169.9
1681.378;170
1681.389;170.1
1681.4;170.2
1681.406;170.1
1681.417;170.1
1681.428;170
1681.439;170
1681.45;169.9
1681.46;169.8
1681.465;169.8
1681.476;169.8
1681.488;169.7
1681.499;169.7
1681.51;169.7
1681.515;169.7
1681.526;169.7
1681.537;169.7
1681.548;169.7
1681.559;169.7
1681.57;169.7
1681.576;169.8
1681.587;168.7
1681.598;168.1
1681.609;167.8
1681.615;167.7
1681.626;167.3
1681.637;167
1681.648;166.6
1681.659;166.3
1681.67;166
1681.676;165.8
1681.687;165.5
1681.698;165.2
1681.709;164.8
1681.715;164.7
1681.727;164.3
1681.738;164
1681.749;163.7
1681.761;163.4
1681.766;163.2
1681.778;162.9
1681.788;162.6
1681.799;162.4
1681.805;162.3
1681.817;162.1
1681.828;161.8
1681.839;161.6
1681.851;161.3
1681.856;161.2
1681.868;161
1681.879;160.7
1681.89;160.4
1681.896;160.3
1681.907;160
1681.918;159.6
1681.929;159.3
1681.94;159
1681.946;158.9
1681.956;158.6
1681.968;158.3
1681.979;158
1681.99;157.8
1681.995;157.6
1682.007;157.4
1682.018;157.1
1682.029;156.9
1682.04;156.6
1682.046;156.5
1682.056;156.2
1682.067;155.9
1682.079;155.4
1682.09;154.9
1682.095;154.7
1682.106;154.2
1682.117;153.7
1682.129;153.2
1682.14;152.7
1682.146;152.5
1682.157;152
1682.168;151.6
1682.179;151.3
1682.19;150.9
1682.195;150.7
1682.207;150.4
1682.218;150
1682.229;149.7
1682.239;149.3
1682.25;149
1682.256;148.8
1682.267;148.6
1682.278;148.3
1682.289;148.1
1682.3;147.9
1682.306;147.7
1682.317;147.5
1682.327;147.3
1682.338;147.1
1682.349;146.8
1682.36;146.6
1682.365;146.5
1682.379;146.2
1682.39;145.9
1682.396;145.8
1682.407;145.5
1682.418;145.3
1682.429;145.1
1682.44;144.8
1682.445;144.7
1682.456;144.5
1682.467;144.4
1682.479;144.2
1682.49;144
1682.495;143.9
1682.507;143.7
1682.518;143.6
1682.53;143.4
1682.536;143.3
1682.547;143.3
1682.557;143.4
1682.568;143.4
1682.579;143.5
1682.585;143.5
1682.596;143.6
1682.607;143.6
1682.618;143.7
1682.629;143.7
1682.64;143.7
1682.645;143.6
1682.656;143.5
1682.667;143.4
1682.678;143.3
1682.69;143.2
1682.695;143.1
1682.706;143
1682.717;142.9
1682.727;142.8
1682.739;141.2
1682.75;139.6
1682.755;138.7
1682.767;139.4
1682.778;140.3
1682.789;141.1
1682.8;142
1682.806;142.4
1682.817;143.2
1682.828;143.6
1682.839;143.6
1682.85;143.7
1682.856;143.7
1682.867;143.8
1682.877;143.9
1682.889;143.9
1682.9;144
1682.906;144
1682.917;144.1
1682.928;144.3
1682.939;144.4
1682.95;144.6
1682.955;144.7
1682.966;144.8
1682.977;145
1682.988;145.2
1682.999;145.3
1683.01;145.5
1683.015;145.6
1683.026;145.8
1683.037;146
1683.048;146.2
1683.059;146.4
1683.07;146.6
1683.076;146.7
1683.087;146.9
1683.099;147.1
1683.109;147.2
1683.12;147.2
1683.126;147.2
1683.137;147.2
1683.148;147.2
1683.159;147.3
1683.165;147.3
1683.176;147.3
1683.187;147.3
1683.199;147.3
1683.21;147.4
1683.215;147.5
1683.226;147.6
1683.238;147.7
1683.249;147.7
1683.26;147.8
1683.266;147.8
1683.277;147.8
1683.288;147.9
1683.299;148
1683.31;148.2
1683.316;148.3
1683.327;148.5
1683.338;148.8
1683.349;149
1683.36;149.2
1683.366;149.3
1683.376;149.6
1683.388;149.8
1683.399;149.9
1683.41;149.8
1683.416;149.8
1683.427;149.8
1683.438;149.8
1683.449;149.8
1683.46;149.7
1683.465;149.7
1683.477;149.7
1683.488;149.7
1683.499;150.1
1683.51;150.4
1683.516;150.6
1683.527;150.9
1683.538;151.2
1683.549;151.5
1683.56;151.9
1683.566;152
1683.576;152.3
1683.587;152.6
1683.599;152.8
1683.61;152.9
1683.615;153
1683.626;153.2
1683.637;153.4
1683.649;153.6
1683.66;153.7
1683.666;153.8
1683.677;154
1683.688;154.1
1683.699;154.2
1683.705;154.3
1683.717;154.4
1683.728;154.5
1683.739;154.6
1683.749;154.7
1683.76;154.8
1683.766;154.8
1683.775;154.9
1683.788;154.8
1683.799;154.8
1683.809;154.7
1683.815;154.7
1683.826;154.6
1683.838;154.6
1683.848;154.5
1683.859;154.5
1683.87;154.5
1683.876;154.5
1683.887;154.6
1683.899;154.6
1683.909;154.7
1683.915;154.7
1683.926;154.8
1683.937;154.8
1683.948;154.9
1683.959;155
1683.97;155
1683.976;155
1683.987;155.1
1683.997;155.1
1684.008;155.2
1684.019;155.2
1684.025;155.2
1684.036;155.3
1684.047;155.3
1684.058;155.3
1684.069;155.3
1684.075;155.3
1684.087;155.2
1684.097;155.1
1684.109;155.1
1684.12;155
1684.131;155
1684.136;154.9
1684.148;154.9
1684.159;154.7
1684.17;154.5
1684.175;154.4
1684.186;154.2
1684.197;154
1684.208;153.8
1684.219;153.6
1684.23;153.4
1684.235;153.3
1684.246;153.1
1684.257;153
1684.268;152.9
1684.279;152.8
1684.291;152.7
1684.296;152.7
1684.307;152.6
1684.318;152.4
1684.329;152.3
1684.34;152.2
1684.346;152.2
1684.356;152.2
1684.368;152.1
1684.378;152.1
1684.389;152
1684.395;152
1684.406;152
1684.417;151.9
1684.428;151.9
1684.44;151.8
1684.445;151.8
1684.456;151.8
1684.467;151.8
1684.478;151.7
1684.489;151.7
1684.495;151.7
1684.507;151.7
1684.518;151.7
1684.529;151.6
1684.54;151.9
1684.546;152
1684.557;152.2
1684.568;152.4
1684.578;152.6
1684.589;152.8
1684.595;152.9
1684.607;153.1
1684.618;153.3
1684.629;153.5
1684.64;153.7
1684.646;153.8
1684.657;154
1684.669;154.2
1684.68;154.4
1684.685;154.5
1684.697;154.7
1684.708;154.9
1684.719;155.1
1684.73;155.3
1684.736;155.3
1684.747;155.4
1684.758;155.6
1684.769;155.7
1684.78;155.8
1684.786;155.9
1684.797;156
1684.808;156.2
1684.818;156.3
1684.83;156.4
1684.835;156.5
1684.846;156.6
1684.857;156.7
1684.868;156.9
1684.879;157
1684.89;157.1
1684.895;157.2
1684.907;157.3
1684.918;157.4
1684.929;157.5
1684.94;157.6
1684.946;157.6
1684.957;157.7
1684.968;157.8
1684.979;157.9
1684.991;158
1684.996;158
1685.007;158.2
1685.019;158.4
1685.03;158.6
1685.035;158.6
1685.046;158.8
1685.057;159
1685.068;159.2
1685.079;159.4
1685.089;159.6
1685.095;159.7
1685.106;159.8
1685.118;160
1685.129;160.1
1685.14;160.3
1685.145;160.3
1685.157;160.5
1685.168;160.7
1685.179;160.8
1685.19;161
1685.196;161
1685.207;160.9
1685.218;160.9
1685.23;160.8
1685.235;160.8
1685.246;160.7
1685.257;160.7
1685.268;160.6
1685.279;160.5
1685.29;160.5
1685.295;160.5
1685.307;160.4
1685.317;160.4
1685.328;160.3
1685.339;160.3
1685.35;160.2
1685.356;160.2
1685.367;160.1
1685.377;160.1
1685.388;160.1
1685.398;160
1685.409;160
1685.42;160
1685.426;160
1685.437;160
1685.448;159.9
1685.459;159.9
1685.47;159.9
1685.475;159.9
1685.486;160
1685.497;160.1
1685.508;160.2
1685.518;160.4
1685.53;160.5
1685.535;160.6
1685.546;160.7
1685.557;160.8
1685.568;160.9
1685.579;161.1
1685.59;161.3
1685.596;161.4
1685.607;161.5
1685.618;161.7
1685.629;161.9
1685.64;162.1
1685.646;162.1
1685.657;162.3
1685.668;162.5
1685.679;162.5
1685.69;162.6
1685.696;162.6
1685.707;162.7
1685.718;162.7
1685.729;162.8
1685.739;162.9
1685.75;162.9
1685.756;162.9
1685.766;163
1685.777;163.1
1685.789;163.1
1685.8;163.2
1685.805;163.2
1685.817;163.3
1685.827;163.3
1685.839;163.4
1685.849;163.4
1685.86;163.6
1685.866;163.7
1685.877;163.9
1685.888;164.1
1685.899;164.3
1685.91;164.4
1685.916;164.6
1685.927;164.8
1685.938;165
1685.949;165.2
1685.96;165.4
1685.966;165.5
1685.977;165.7
1685.987;165.9
1685.999;166.1
1686.01;166.3
1686.015;166.4
1686.026;166.6
1686.038;166.8
1686.048;167
1686.059;167.3
1686.07;167.6
1686.076;167.7
1686.087;167.9
1686.098;168.2
1686.109;168.5
1686.12;168.8
1686.125;168.9
1686.137;169.2
1686.147;169.4
1686.158;169.7
1686.169;169.9
1686.18;170.1
1686.186;170.3
1686.197;170.5
1686.208;170.7
1686.219;171
1686.23;171.2
1686.235;171.3
1686.246;171.5
1686.257;171.6
1686.268;171.6
1686.279;171.6
1686.29;171.6
1686.296;171.6
1686.307;171.6
1686.319;171.6
1686.33;171.6
1686.335;171.6
1686.346;171.6
1686.358;171.7
1686.369;171.7
1686.38;171.7
1686.385;171.7
1686.396;171.7
1686.407;171.7
1686.418;171.7
1686.429;171.7
1686.44;171.7
1686.446;171.7
1686.457;171.6
1686.468;171.6
1686.479;171.6
1686.49;171.5
1686.495;171.5
1686.506;171.5
1686.517;171.4
1686.528;171.3
1686.54;171.2
1686.546;171.2
1686.557;171.1
1686.568;171
1686.579;170.9
1686.59;170.7
1686.595;170.7
1686.606;170.6
1686.617;170.5
1686.628;170.5
1686.639;170.6
1686.651;170.6
1686.656;170.6
1686.667;170.6
1686.678;170.6
1686.689;170.7
1686.7;170.7
1686.705;170.7
1686.717;170.7
1686.728;170.6
1686.739;170.6
1686.75;170.5
1686.756;170.5
1686.767;170.5
1686.778;170.4
1686.789;170.4
1686.801;170.3
1686.806;170.2
1686.818;169.9
1686.825;169.9
1686.84;169.4
1686.846;169.3
1686.858;169
1686.869;168.8
1686.88;168.5
1686.891;168.3
1686.896;168.2
1686.907;167.7
1686.919;167.1
1686.93;166.6
1686.935;166.3
1686.946;165.8
1686.957;165.3
1686.969;164.7
1686.98;164.2
1686.985;163.9
1686.996;163.4
1687.008;163.2
1687.018;162.9
1687.029;162.6
1687.041;162.4
1687.046;162.2
1687.057;162
1687.068;161.7
1687.079;161.4
1687.09;161.2
1687.095;161
1687.107;160.8
1687.117;160.5
1687.129;160.3
1687.14;160
1687.146;159.9
1687.156;159.7
1687.167;159.4
1687.178;159.2
1687.189;159
1687.2;158.8
1687.205;158.6
1687.216;158.4
1687.228;158.2
1687.239;158
1687.25;157.8
1687.255;157.6
1687.266;157.4
1687.277;157.2
1687.288;157.1
1687.299;157
1687.31;156.9
1687.316;156.8
1687.326;156.7
1687.338;156.6
1687.348;156.5
1687.359;156.4
1687.37;156.3
1687.376;156.2
1687.387;156
1687.399;155.8
1687.41;155.6
1687.416;155.6
1687.427;155.4
1687.438;155.2
1687.449;155
1687.46;154.8
1687.465;154.7
1687.477;154.5
1687.488;154.4
1687.499;154.2
1687.51;154.1
1687.515;154
1687.526;153.8
1687.537;153.6
1687.549;153.5
1687.559;153.3
1687.57;153.2
1687.575;153.1
1687.586;152.9
1687.597;152.7
1687.608;152.5
1687.619;152.4
1687.63;152.2
1687.636;152.1
1687.647;151.9
1687.658;151.8
1687.669;151.5
1687.68;151.2
1687.686;151.1
1687.697;150.8
1687.708;150.5
1687.719;150.3
1687.731;150
1687.736;149.8
1687.748;149.6
1687.759;149.2
1687.77;148.8
1687.775;148.5
1687.787;148.1
1687.798;147.7
1687.809;147.2
1687.82;146.8
1687.825;146.6
1687.836;146.2
1687.848;145.7
1687.858;145.3
1687.869;144.8
1687.88;144.3
1687.885;144.1
1687.896;143.6
1687.907;143.2
1687.918;142.7
1687.929;142.2
1687.941;141.7
1687.946;141.5
1687.957;141.2
1687.968;140.9
1687.979;140.6
1687.99;140.3
1687.995;140.1
1688.006;139.9
1688.016;139.5
1688.028;139.2
1688.038;138.9
1688.05;138.4
1688.055;138.2
1688.066;137.8
1688.077;137.3
1688.088;136.8
1688.1;136.4
1688.105;136.1
1688.116;135.7
1688.127;135.2
1688.138;135.3
1688.15;135.7
1688.161;136.1
1688.166;136.3
1688.177;136.7
1688.188;137.1
1688.2;137.5
1688.205;137.7
1688.216;138.1
1688.227;138.5
1688.238;138.4
1688.25;138.3
1688.255;138.3
1688.266;138.2
1688.278;138.2
1688.289;138.1
1688.301;138.1
1688.306;138
1688.317;138
1688.328;137.8
1688.339;137.7
1688.35;137.5
1688.36;137.4
1688.366;137.3
1688.377;137.1
1688.388;137
1688.399;136.8
1688.409;136.6
1688.42;136.5
1688.425;136.4
1688.436;136.3
1688.447;136.1
1688.458;135.9
1688.468;135.8
1688.479;135.6
1688.49;135.5
1688.495;135.4
1688.506;135.2
1688.518;135
1688.529;134.8
1688.54;134.6
1688.546;134.6
1688.556;134.4
1688.568;134.2
1688.579;134
1688.59;133.8
1688.595;133.7
1688.607;133.5
1688.618;133.5
1688.629;133.4
1688.641;133.4
1688.646;133.3
1688.657;133.3
1688.668;133.2
1688.679;133.2
1688.689;133.1
1688.7;133
1688.706;133.1
1688.717;133.2
1688.728;133.2
1688.739;133.3
1688.745;133.3
1688.756;133.4
1688.767;133.5
1688.778;133.5
1688.789;133.6
1688.801;133.6
1688.806;133.6
1688.817;133.6
1688.828;133.5
1688.84;133.5
1688.846;133.5
1688.857;133.4
1688.869;133.4
1688.88;133.4
1688.885;133.3
1688.897;133.3
1688.91;133
1688.92;132.8
1688.926;132.7
1688.937;132.5
1688.948;132.3
1688.959;132.1
1688.965;132.1
1688.976;132.1
1688.986;132.7
1688.997;132.7
1689.008;132.3
1689.019;131.8
1689.03;131.3
1689.036;131.1
1689.049;130.6
1689.06;130.1
1689.065;129.9
1689.076;129.4
1689.087;129
1689.099;128.5
1689.109;127.3
1689.12;126.2
1689.125;125.6
1689.136;125.4
1689.148;126
1689.159;126.6
1689.17;127.2
1689.176;127.4
1689.187;128
1689.198;128.6
1689.209;128.5
1689.22;128.4
1689.226;128.4
1689.237;128.3
1689.248;128.2
1689.259;128.2
1689.27;128.1
1689.276;128
1689.287;128
1689.299;127.9
1689.31;128.6
1689.315;128.9
1689.327;129.6
1689.337;130.2
1689.348;130.8
1689.36;131.5
1689.365;131.8
1689.376;132.5
1689.387;133.1
1689.398;133.8
1689.409;134.2
1689.42;134.7
1689.425;134.9
1689.436;135.4
1689.448;135.8
1689.459;136.3
1689.47;136.7
1689.476;136.9
1689.486;137.4
1689.497;137.8
1689.508;138.3
1689.519;138.8
1689.525;139.1
1689.536;139.6
1689.548;140.1
1689.559;140.6
1689.57;141
1689.576;141.3
1689.587;141.8
1689.598;142.3
1689.609;142.5
1689.615;142.7
1689.626;142.9
1689.637;143.2
1689.648;143.4
1689.659;143.7
1689.67;143.9
1689.676;144.1
1689.687;144.3
1689.698;144.6
1689.71;145.1
1689.715;145.3
1689.726;145.7
1689.737;146.2
1689.748;146.7
1689.759;147.2
1689.77;147.7
1689.776;147.9
1689.787;148.4
1689.798;148.9
1689.809;149.3
1689.82;149.7
1689.826;150
1689.837;150.4
1689.849;150.8
1689.859;151.2
1689.87;151.7
1689.876;151.9
1689.886;152.3
1689.898;152.7
1689.909;152.8
1689.92;152.9
1689.925;152.9
1689.936;153
1689.947;153.1
1689.958;153.1
1689.97;153.2
1689.975;153.2
1689.986;153.3
1689.998;153.4
1690.009;153.2
1690.019;152.9
1690.03;152.7
1690.036;152.6
1690.047;152.3
1690.057;152.1
1690.069;151.9
1690.079;151.7
1690.085;151.5
1690.096;151.3
1690.107;151.3
1690.119;151.5
1690.13;151.6
1690.136;151.6
1690.147;151.7
1690.158;151.9
1690.169;152
1690.18;152.1
1690.186;152.1
1690.198;152.3
1690.209;152.5
1690.22;152.7
1690.225;152.8
1690.237;153
1690.248;153.2
1690.259;153.4
1690.27;153.6
1690.276;153.7
1690.287;153.9
1690.299;154.2
1690.31;154.4
1690.315;154.6
1690.326;154.8
1690.337;155.1
1690.349;155.4
1690.359;155.7
1690.37;155.9
1690.376;156.1
1690.387;156.4
1690.398;156.6
1690.409;156.9
1690.42;157.1
1690.425;157.2
1690.436;157.4
1690.447;157.6
1690.458;157.8
1690.469;158
1690.48;158.2
1690.486;158.3
1690.497;158.5
1690.509;158.4
1690.52;158.3
1690.525;158.3
1690.537;158.2
1690.548;158.1
1690.559;157.9
1690.57;157.8
1690.576;157.8
1690.587;157.7
1690.598;157.6
1690.609;157.5
1690.621;157.5
1690.626;157.5
1690.637;157.4
1690.649;157.4
1690.66;157.4
1690.666;157.3
1690.677;157.3
1690.688;157.3
1690.699;157.3
1690.705;157.3
1690.716;157.4
1690.727;157.6
1690.738;157.7
1690.749;157.8
1690.76;157.9
1690.766;158
1690.777;158.1
1690.788;158.2
1690.799;158.3
1690.81;158.3
1690.816;158.3
1690.828;158.2
1690.839;158.1
1690.85;158.1
1690.856;158.1
1690.867;158
1690.878;157.9
1690.89;157.9
1690.895;157.9
1690.906;157.7
1690.917;157.5
1690.928;157.3
1690.939;157.1
1690.95;156.9
1690.956;156.9
1690.967;156.7
1690.978;156.5
1690.99;156.3
1690.995;156.2
1691.007;156
1691.018;155.8
1691.029;155.6
1691.041;155.4
1691.046;155.3
1691.057;155.1
1691.069;154.9
1691.08;154.7
1691.086;154.7
1691.096;154.5
1691.107;154.3
1691.118;154.2
1691.129;154.1
1691.14;154
1691.145;154
1691.156;153.8
1691.168;153.7
1691.178;153.6
1691.189;153.5
1691.2;153.4
1691.206;153.3
1691.217;153.2
1691.227;153.1
1691.239;152.9
1691.25;152.8
1691.256;152.7
1691.267;152.6
1691.278;152.5
1691.289;152.3
1691.3;152.3
1691.31;152.6
1691.316;152.7
1691.327;153
1691.338;153.3
1691.35;153.7
1691.355;153.8
1691.367;154.1
1691.378;154.4
1691.389;154.8
1691.4;155.1
1691.406;155.3
1691.417;155.7
1691.429;156
1691.441;156.4
1691.446;156.6
1691.457;157
1691.468;157.3
1691.479;157.7
1691.489;158
1691.5;158.4
1691.506;158.5
1691.517;158.9
1691.528;159.2
1691.539;159.5
1691.55;159.8
1691.556;160
1691.566;160.3
1691.577;160.6
1691.589;160.9
1691.6;161.2
1691.605;161.4
1691.617;161.6
1691.628;161.8
1691.638;162
1691.65;162.2
1691.655;162.4
1691.666;162.6
1691.677;162.8
1691.688;163
1691.699;163.2
1691.71;163.4
1691.716;163.6
1691.727;163.8
1691.738;164
1691.749;164.2
1691.76;164.4
1691.765;164.5
1691.777;164.7
1691.788;164.9
1691.799;165.1
1691.81;165.4
1691.816;165.5
1691.827;165.7
1691.838;166
1691.85;166.2
1691.855;166.4
1691.867;166.6
1691.878;166.9
1691.889;167.1
1691.895;167.2
1691.906;167.4
1691.918;167.4
1691.929;167.5
1691.939;167.6
1691.95;167.7
1691.956;167.7
1691.967;167.8
1691.978;167.9
1691.989;167.9
1692;168
1692.006;168
1692.017;167.9
1692.028;167.9
1692.04;167.9
1692.045;167.9
1692.056;167.8
1692.068;167.8
1692.079;167.8
1692.09;167.7
1692.096;167.7
1692.107;167.7
1692.118;167.8
1692.13;167.8
1692.135;167.8
1692.146;167.8
1692.158;167.9
1692.169;167.9
1692.18;167.9
1692.185;168
1692.197;168
1692.208;168
1692.219;168.1
1692.23;168.1
1692.235;168.1
1692.247;168.2
1692.258;168.2
1692.269;168.3
1692.28;168.3
1692.286;168.3
1692.297;168.2
1692.307;168.2
1692.319;168.2
1692.33;168.2
1692.335;168.2
1692.347;168.2
1692.358;168.2
1692.369;168.2
1692.38;168.2
1692.385;168.2
1692.397;168.2
1692.408;168.1
1692.419;168
1692.43;167.9
1692.435;167.8
1692.446;167.7
1692.458;167.6
1692.469;167.5
1692.48;167.4
1692.485;167.3
1692.496;167.2
1692.507;167.1
1692.519;167
1692.53;166.9
1692.536;166.9
1692.547;166.8
1692.558;166.7
1692.569;166.6
1692.58;166.5
1692.586;166.5
1692.597;166.4
1692.608;166.5
1692.619;166.6
1692.63;166.7
1692.635;166.8
1692.647;166.9
1692.658;167
1692.669;167.1
1692.68;167.2
1692.685;167.3
1692.697;167.4
1692.708;167.5
1692.719;167.6
1692.73;167.7
1692.736;167.8
1692.747;167.9
1692.758;168
1692.769;168.1
1692.78;168.2
1692.785;168.3
1692.796;168.4
1692.807;168.3
1692.819;168.3
1692.83;168.2
1692.836;168.2
1692.847;168.1
1692.858;168.1
1692.869;168
1692.88;168
1692.885;167.9
1692.897;167.9
1692.908;167.7
1692.919;167.4
1692.93;167.2
1692.936;167.1
1692.947;166.8
1692.958;166.6
1692.969;166.3
1692.98;166.1
1692.985;166
1692.997;165.7
1693.008;165.5
1693.019;165.2
1693.03;164.9
1693.036;164.8
1693.047;164.5
1693.058;164.2
1693.069;164
1693.08;163.7
1693.085;163.6
1693.097;163.3
1693.108;163.1
1693.119;162.9
1693.129;162.7
1693.135;162.6
1693.146;162.4
1693.157;162.2
1693.168;162
1693.179;161.8
1693.19;161.6
1693.195;161.5
1693.207;161.3
1693.217;161
1693.228;160.8
1693.24;160.5
1693.245;160.4
1693.256;160.2
1693.267;159.9
1693.278;159.7
1693.29;159.4
1693.296;159.3
1693.307;159.1
1693.318;158.9
1693.329;158.7
1693.34;158.5
1693.346;158.3
1693.357;158.1
1693.368;157.9
1693.379;157.7
1693.39;157.5
1693.396;157.4
1693.407;157.3
1693.418;157.2
1693.429;157.1
1693.44;157
1693.446;157
1693.457;156.9
1693.468;156.8
1693.479;156.7
1693.49;156.6
1693.496;156.6
1693.507;156.6
1693.519;156.6
1693.53;156.6
1693.535;156.6
1693.547;156.6
1693.558;156.7
1693.569;156.7
1693.58;156.7
1693.586;156.7
1693.597;156.7
1693.608;156.7
1693.619;156.7
1693.63;156.7
1693.636;156.7
1693.646;156.6
1693.657;156.6
1693.669;156.6
1693.68;156.6
1693.686;156.6
1693.697;156.5
1693.708;156.5
1693.719;156.5
1693.73;156.4
1693.736;156.4
1693.747;156.4
1693.758;156.3
1693.77;156.3
1693.775;156.3
1693.786;156.3
1693.797;156.2
1693.808;156.3
1693.819;156.4
1693.83;156.5
1693.835;156.6
1693.847;156.7
1693.857;156.8
1693.869;156.9
1693.88;157
1693.885;157
1693.896;157.1
1693.907;157.3
1693.918;157.5
1693.93;157.7
1693.935;157.8
1693.946;157.9
1693.957;158.1
1693.968;158.3
1693.979;158.5
1693.985;158.6
1693.996;158.8
1694.008;158.9
1694.019;158.9
1694.03;158.9
1694.035;159
1694.047;159
1694.058;159.1
1694.069;159.1
1694.081;159.1
1694.086;159.2
1694.098;159.2
1694.109;159.3
1694.12;159.4
1694.13;159.5
1694.136;159.5
1694.147;159.6
1694.159;159.7
1694.169;159.8
1694.18;159.9
1694.185;159.9
1694.196;160
1694.207;160.2
1694.219;160.4
1694.229;160.5
1694.235;160.6
1694.246;160.8
1694.257;161
1694.268;161.2
1694.279;161.4
1694.29;161.6
1694.301;161.8
1694.306;162
1694.317;162.3
1694.328;162.6
1694.339;163
1694.351;163.3
1694.356;163.5
1694.367;163.8
1694.379;164.2
1694.39;164.5
1694.4;164.8
1694.406;164.9
1694.417;165
1694.429;165.1
1694.439;165.2
1694.445;165.3
1694.456;165.4
1694.467;165.6
1694.478;165.7
1694.49;165.8
1694.495;165.9
1694.506;166
1694.517;166.1
1694.528;166.2
1694.54;166.3
1694.546;166.4
1694.557;166.5
1694.568;166.6
1694.575;166.7
1694.587;166.8
1694.598;166.9
1694.607;166.9
1694.618;167
1694.629;167
1694.64;167.1
1694.646;167.1
1694.657;167.2
1694.668;167.2
1694.679;167.3
1694.687;167.3
1694.695;167.4
1694.706;167.4
1694.718;167.4
1694.729;167.4
1694.74;167.4
1694.746;167.4
1694.757;167.4
1694.768;167.4
