km;height
1711.217;180.2
1711.227;180.2
1711.239;180.1
1711.25;180
1711.255;180
1711.267;179.9
1711.278;179.9
1711.289;179.8
1711.301;179.7
1711.306;179.7
1711.317;179.5
1711.329;179.2
1711.34;178.9
1711.345;178.7
1711.357;178.4
1711.368;178.1
1711.379;177.8
1711.39;177.5
1711.396;177.3
1711.407;177
1711.418;176.8
1711.43;176.6
1711.435;176.6
1711.446;176.4
1711.458;176.3
1711.468;176.1
1711.479;176
1711.485;175.9
1711.496;175.8
1711.508;175.6
1711.519;175.5
1711.53;175.3
1711.536;175.3
1711.546;175.1
1711.557;175
1711.569;174.8
1711.58;174.7
1711.586;174.6
1711.597;174.4
1711.608;174.3
1711.619;174.1
1711.63;173.9
1711.636;173.7
1711.647;173.5
1711.658;173.3
1711.669;173
1711.68;172.8
1711.685;172.7
1711.696;172.5
1711.707;172.2
1711.718;172
1711.729;171.6
1711.74;171.3
1711.746;171.1
1711.757;170.8
1711.768;170.5
1711.779;170.1
1711.785;170
1711.796;169.6
1711.808;169.3
1711.818;168.9
1711.83;168.6
1711.836;168.4
1711.847;168
1711.858;167.6
1711.87;167.3
1711.88;166.9
1711.886;166.7
1711.897;166.3
1711.908;166
1711.919;165.6
1711.93;165.1
1711.936;164.9
1711.947;164.5
1711.958;164
1711.969;163.6
1711.98;163.1
1711.986;162.9
1711.997;162.4
1712.009;162
1712.02;161.6
1712.025;161.4
1712.036;161.1
1712.048;160.7
1712.058;160.4
1712.07;160
1712.076;159.8
1712.086;159.5
1712.097;159.1
1712.108;158.8
1712.119;158.4
1712.131;158
1712.136;157.9
1712.147;157.5
1712.159;157.1
1712.17;156.7
1712.175;156.6
1712.186;156.2
1712.198;155.8
1712.209;155.4
1712.22;155.2
1712.225;155.1
1712.236;154.9
1712.247;154.8
1712.258;154.6
1712.269;154.4
1712.275;154.3
1712.286;154.1
1712.297;154
1712.308;153.8
1712.32;153.1
1712.325;152.6
1712.336;153.4
1712.348;153.7
1712.359;154.1
1712.37;154.4
1712.375;154.6
1712.387;154.9
1712.398;155.2
1712.409;155.5
1712.42;155.7
1712.426;155.8
1712.437;155.9
1712.448;156
1712.459;156.1
1712.47;156.2
1712.475;156.3
1712.486;156.4
1712.498;156.5
1712.509;156.7
1712.52;156.7
1712.525;156.8
1712.537;156.8
1712.547;156.8
1712.558;156.9
1712.569;156.9
1712.581;157
1712.586;157
1712.597;157
1712.609;157.1
1712.62;157.2
1712.625;157.3
1712.637;157.4
1712.648;157.5
1712.659;157.7
1712.671;157.8
1712.676;157.9
1712.687;158
1712.698;158.1
1712.709;158.3
1712.72;158.4
1712.726;158.5
1712.737;158.7
1712.749;158.9
1712.76;159.1
1712.766;159.2
1712.777;159.4
1712.788;159.6
1712.799;159.8
1712.81;159.9
1712.815;160
1712.827;160.1
1712.838;160.2
1712.849;160.4
1712.86;160.5
1712.865;160.5
1712.876;160.6
1712.887;160.7
1712.897;160.8
1712.908;161
1712.92;161.1
1712.925;161.2
1712.936;161.3
1712.947;161.4
1712.958;161.6
1712.969;161.7
1712.98;161.9
1712.985;161.9
1712.996;162.1
1713.008;162.2
1713.019;162.3
1713.025;162.3
1713.036;162.2
1713.047;162.2
1713.056;162.2
1713.067;162.2
1713.077;162.2
1713.088;162.1
1713.099;162.1
1713.11;162.1
1713.115;162.1
1713.126;161.9
1713.136;161.8
1713.148;161.7
1713.159;161.5
1713.169;161.4
1713.181;161.3
1713.186;161.2
1713.197;161.1
1713.206;161
1713.217;160.8
1713.228;160.6
1713.24;160.5
1713.245;160.4
1713.256;160.2
1713.267;160
1713.278;159.8
1713.289;159.7
1713.3;159.5
1713.306;159.4
1713.317;159.2
1713.328;158.9
1713.339;158.7
1713.35;158.4
1713.356;158.3
1713.367;158
1713.378;157.8
1713.389;157.5
1713.395;157.4
1713.405;157.2
1713.417;156.9
1713.428;156.4
1713.439;156
1713.45;155.6
1713.455;155.4
1713.467;155
1713.478;154.6
1713.489;154.2
1713.5;153.8
1713.506;153.6
1713.517;153.2
1713.528;152.9
1713.539;152.6
1713.55;152.3
1713.556;152.1
1713.567;151.8
1713.578;151.5
1713.589;151.2
1713.6;150.9
1713.605;150.8
1713.617;149.9
1713.628;147.2
1713.639;145
1713.648;145.6
1713.659;146.7
1713.671;147.8
1713.676;148.2
1713.688;148.6
1713.699;149.1
1713.71;149.6
1713.715;149.9
1713.727;150.8
1713.738;151.8
1713.749;152.7
1713.76;153.5
1713.766;153.7
1713.776;154.2
1713.787;154.7
1713.799;155.2
1713.809;155.7
1713.82;156.2
1713.826;156.4
1713.837;156.8
1713.848;157.2
1713.859;157.6
1713.87;158
1713.876;158.2
1713.887;158.6
1713.898;159
1713.909;159.4
1713.915;159.5
1713.926;159.6
1713.937;159.7
1713.948;159.7
1713.96;159.8
1713.965;159.8
1713.976;159.9
1713.988;160
1713.998;160
1714.01;160.1
1714.015;160.2
1714.027;160.3
1714.038;160.5
1714.049;160.7
1714.06;160.9
1714.066;161
1714.077;161.1
1714.088;161.3
1714.1;161.5
1714.105;161.6
1714.117;161.8
1714.128;162.1
1714.139;162.3
1714.15;162.6
1714.156;162.7
1714.167;163
1714.179;163.3
1714.19;163.5
1714.195;163.7
1714.207;163.9
1714.218;164.2
1714.229;164.4
1714.24;164.6
1714.245;164.7
1714.256;165
1714.268;165.2
1714.279;165.4
1714.29;165.6
1714.296;165.7
1714.307;166
1714.318;166.2
1714.327;166.6
1714.338;166.9
1714.35;167.3
1714.355;167.5
1714.366;168.1
1714.378;168.5
1714.39;168.8
1714.398;168.9
1714.412;169.5
1714.424;169.5
1714.435;169.5
1714.447;169.6
1714.458;169.6
1714.47;169.6
1714.482;169.6
1714.493;169.6
1714.505;169.6
1714.516;169.7
1714.528;169.8
1714.539;170
1714.55;170.1
1714.561;170.2
1714.572;170.3
1714.578;170.4
1714.589;170.5
1714.601;170.6
1714.606;170.7
1714.617;170.9
1714.628;171.6
1714.639;172.2
1714.645;172.5
1714.656;173.1
1714.668;173.7
1714.679;174.3
1714.69;175
1714.696;175.3
1714.707;175.9
1714.718;176.4
1714.73;176.5
1714.735;176.6
1714.746;176.8
1714.757;177
1714.768;177.2
1714.78;177.3
1714.786;177.4
1714.797;177.6
1714.808;177.8
1714.819;178.1
1714.825;178.4
1714.836;179
1714.848;179.5
1714.859;180
1714.87;180.6
1714.876;180.9
1714.887;181.4
1714.898;182
1714.91;182.5
1714.915;182.8
1714.926;183.2
1714.938;183.6
1714.949;184
1714.96;184.4
1714.966;184.6
1714.977;185.2
1714.989;185.6
1715;186
1715.011;186.2
1715.017;186.2
1715.028;185.9
1715.039;185.6
1715.049;185.4
1715.06;185.1
1715.066;184.9
1715.077;184.6
1715.088;184.3
1715.099;184
1715.11;183.7
1715.115;183.6
1715.127;183.6
1715.138;183.7
1715.149;183.7
1715.161;183.7
1715.166;183.7
1715.177;183.8
1715.188;183.8
1715.2;183.8
1715.205;183.9
1715.217;183.9
1715.228;183.8
1715.239;183.7
1715.25;183.7
1715.255;183.6
1715.267;183.6
1715.278;183.5
1715.289;183.4
1715.3;183.4
1715.306;183.3
1715.318;183.3
1715.329;183.2
1715.34;183.1
1715.345;183
1715.356;182.9
1715.368;182.9
1715.379;182.8
1715.39;182.7
1715.396;182.6
1715.407;182.5
1715.418;182.5
1715.43;182.4
1715.44;182.4
1715.446;182.4
1715.458;182.3
1715.469;182.3
1715.48;182.3
1715.486;182.3
1715.497;182.2
1715.508;182.2
1715.519;182.2
1715.531;182.4
1715.536;182.4
1715.548;182.6
1715.559;182.7
1715.57;182.9
1715.575;183
1715.587;183.1
1715.598;183.2
1715.609;183.4
1715.626;183.7
1715.638;183.9
1715.649;184
1715.655;184.1
1715.666;184.3
1715.677;184.5
1715.688;184.6
1715.699;184.8
1715.71;185
1715.716;185.1
1715.727;185.2
1715.738;185.3
1715.75;185.4
1715.761;185.5
1715.771;185.6
1715.783;185.7
1715.788;185.7
1715.799;185.8
1715.805;185.9
1715.816;186
1715.828;185.8
1715.839;185.7
1715.85;185.6
1715.856;185.6
1715.867;185.5
1715.878;185.3
1715.889;185.2
1715.9;185.1
1715.906;185.1
1715.917;185
1715.928;184.9
1715.939;184.8
1715.95;184.7
1715.955;184.7
1715.967;184.6
1715.978;184.5
1715.989;184.4
1716;184.4
1716.006;184.3
1716.016;184.2
1716.028;183.9
1716.039;183.5
1716.05;183.2
1716.056;183
1716.068;182.7
1716.078;182.3
1716.089;182
1716.1;181.6
1716.106;181.5
1716.117;181.1
1716.129;181
1716.14;180.8
1716.146;180.7
1716.157;180.5
1716.168;180.3
1716.179;180.1
1716.19;180
1716.196;179.9
1716.207;179.7
1716.218;179.5
1716.229;179.4
1716.24;179.3
1716.245;179.3
1716.257;179.2
1716.268;179.1
1716.279;179
1716.29;178.9
1716.296;178.8
1716.307;178.7
1716.318;178.6
1716.33;178.5
1716.335;178.5
1716.347;178.4
1716.363;178.2
1716.374;178.1
1716.386;178
1716.396;177.9
1716.416;177.7
1716.427;177.6
1716.437;177.5
1716.449;177.3
1716.46;177.2
1716.472;177.1
1716.483;176.9
1716.494;176.8
1716.505;176.7
1716.517;176.6
1716.528;176.5
1716.538;176.3
1716.549;176.1
1716.555;176
1716.566;175.8
1716.577;175.7
1716.589;175.5
1716.6;175.3
1716.605;175.2
1716.617;175
1716.628;175
1716.64;175
1716.651;175
1716.663;175
1716.674;175
1716.686;175
1716.697;174.9
1716.709;174.9
1716.72;175
1716.731;175
1716.743;175
1716.755;175.1
1716.765;175.1
1716.777;175.1
1716.788;175.1
1716.8;175.2
1716.805;175.2
1716.817;175.2
1716.828;175.2
1716.839;175.2
1716.85;175.2
1716.856;175.2
1716.867;175.2
1716.877;175.2
1716.888;175.1
1716.9;175.1
1716.905;175.1
1716.916;175.1
1716.928;175
1716.939;174.9
1716.95;174.8
1716.956;174.7
1716.967;174.6
1716.978;174.5
1716.989;174.3
1716.998;174.2
1717.01;174.1
1717.021;174
1717.026;173.9
1717.037;173.8
1717.048;173.7
1717.059;173.6
1717.07;173.4
1717.076;173.4
1717.088;173.2
1717.099;173.1
1717.11;173
1717.116;172.9
1717.126;172.8
1717.137;172.7
1717.148;172.5
1717.159;172.4
1717.17;172.3
1717.176;172.2
1717.187;172.1
1717.198;171.9
1717.209;171.8
1717.22;171.8
1717.226;171.9
1717.237;172.1
1717.248;172.3
1717.26;172.5
1717.265;172.6
1717.276;172.8
1717.288;173
1717.299;173.3
1717.31;173.5
1717.316;173.6
1717.327;173.8
1717.338;174
1717.349;174.3
1717.361;174.5
1717.366;174.6
1717.377;174.9
1717.388;175.1
1717.399;175.3
1717.41;175.5
1717.416;175.7
1717.426;175.7
1717.437;175.7
1717.448;175.7
1717.459;175.7
1717.47;175.7
1717.476;175.7
1717.486;175.7
1717.497;175.7
1717.506;175.8
1717.519;176
1717.53;176.2
1717.536;176.3
1717.546;176.5
